,phylum,class,order,family,genus,species
333962,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia,Providencia heimbachae
279058,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas,Collimonas arenae
963,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,NA
964,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,Herbaspirillum seropedicae
363408,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Nonlabens,NA
331648,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Nonlabens,Nonlabens spongiae
2282419,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus pseudoxylosus
1912760,Uroviricota,Caudoviricetes,NA,NA,Cequinquevirus,NA
1981024,Uroviricota,Caudoviricetes,NA,NA,Cequinquevirus,Cequinquevirus Ld25A
1905288,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella sp. LTGPAF-6F
1809,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium ulcerans
627192,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium sp. SYK-6
45610,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Psychrobacter,Psychrobacter urativorans
135620,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,NA,NA
28253,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,NA
2773454,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,Marinomonas algicola
658666,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus bombysepticus
1664069,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus glycinifermentans
228899,Bacillota,Bacilli,Bacillales,Bacillaceae,Peribacillus,Peribacillus asahii
197483,Bacillota,Bacilli,Bacillales,Bacillaceae,NA,NA
1028381,Bacillota,Bacilli,Bacillales,Bacillaceae,NA,Bacillaceae bacterium JMAK1
1980674,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp. Cedars
2546356,Cyanobacteriota,Cyanophyceae,Chroococcales,Aphanothecaceae,Gloeothece,Gloeothece citriformis
1382928,Chloroflexota,Ardenticatenia,NA,NA,NA,NA
1382929,Chloroflexota,Ardenticatenia,Ardenticatenales,NA,NA,NA
1382930,Chloroflexota,Ardenticatenia,Ardenticatenales,Ardenticatenaceae,NA,NA
1988031,Chloroflexota,Ardenticatenia,Candidatus Promineifilales,Candidatus Promineifilaceae,Candidatus Promineifilum,NA
1806508,Chloroflexota,Ardenticatenia,Candidatus Promineifilales,Candidatus Promineifilaceae,Candidatus Promineifilum,Candidatus Promineifilum breve
